300101,地板清洁剂,12.9
331908,铅笔/活动铅笔,7.9
220603,禽肉,4.5
210303,咖啡伴侣,11.3
220512,豆类,4.3
200905,红糖,7.9
150304,冷藏腌泡菜,13.9
210499,其他冲饮品,15.5
151399,其它包子馒头,14.3
151899,其他常温乳品,3
200801,99%味精,3.9
220507,果片,6.5
200299,其他袋装面组,5.9
220112,饼干礼盒,15.9
200104,海鲜口味,3
340202,简装女内裤,14.5
200606,豆,13.8
200503,儿童挂面,6.7
150305,冷藏面食类,5.7
340802,男绅士袜,10
300203,消毒剂,3.5
201001,大豆油,49.9
220904,牛奶巧克力,17
301701,儿童纸尿裤,33.7
100504,加工鸭肉,23
150302,冷藏禽类,55
340899,其他男袜,14
201003,花生油,72
311402,一次性台布手套,10
311204,塑料盆,13
201201,芝麻油,22.3
200703,菇类,124
332112,计算器,42
220406,地瓜,27.8
210502,豆奶粉,18.3
321710,节能光源,18.5
311803,马桶刷/抽子,20
301206,化妆品工具,18.9
100202,熟牛肉,80
312205,马桶垫,9
311903,搓澡巾及手套,11
311406,牙签/牙签合/水,4.9
200901,普通盐,1.5
150599,其它冷藏乳品,5.5
201502,水果罐头,4.9
200506,蔬菜挂面,10.7
301607,盒装面纸,14.7
110301,干货鱼类,17.8
331903,中性笔,12.9
200103,禽肉口味,3
311901,皂盒,5
301302,儿童牙膏,29.9
311499,其他一次性用品,6.5
231602,国产省外香烟,14
311401,一次性杯子,3.9
220707,棉花糖,4.2
201299,其它调味油,7.6
120305,瓜类,19.8
220508,松子,110
210199,其他成人奶粉,36
151901,外送咸面包,2.3
301601,卷筒纸,32.9
301304,儿童牙刷,4
332203,封箱胶带配件,8.3
332205,双面胶,2.3
230305,混合果汁饮料,7.9
201307,芝/花生调酱,15.3
100105,调味猪肉,19.6
300606,衣物柔顺剂,19.9
220307,进口膨化,7.9
210601,蜂蜜,21.9
220510,地瓜干,4.9
310204,锅盖/配件,10
231099,其他葡萄果酒,13.9
331403,音乐类,62
340901,枕套,17
220504,开心果,105.8
340301,盒装男内裤,60
210506,莲子/桂圆_,24.3
200199,其他袋装面,1.3
331904,荧光笔,6.9
311602,盒装保鲜膜,8.9
231104,高粱酒,10.7
201005,葵花籽油,32.9
340201,盒装女内裤,19
311304,儿童保温杯,49
321502,电吹风,69
200899,其他调味料,8.9
151810,百利包加味奶,2
301702,儿童纸尿片,33.9
231103,普通高度白酒,19.3
312502,小五金,15
230103,果味型,3
200711,豆制品,21.6
100502,分割鸭件,11.8
201108,米醋,6.9
200604,糯米粉,7.9
100705,冷冻加工肉类,25.8
150104,片状火腿,16.9
100203,牛下水,44
341502,花色方巾,5.9
230404,奶茶,11.3
110201,冷冻海鱼,7.98
300204,厨房清洁剂,26.9
231102,普通低度白酒,19.3
311099,其他调理切具,16
110204,冷冻软足体,1
220409,果蔬干,14.9
220511,锅巴,3.5
311899,其他打扫用品,9
150404,奶酪,13.8
310502,陶瓷盘,35
312199,其他家事收纳,14
200811,即食汤料,11.9
220711,奶片,3.9
221201,无糖粮油食品,19
100401,整鸡,10.8
301001,婴幼儿洗发水,24.9
310501,陶瓷碗,9.5
221006,礼包/桶果冻,4
231702,进口果汁,5.7
201499,其它酱菜,9.8
230603,醋饮料,5.7
220109,薄脆,1
301006,婴幼儿湿纸巾,9.9
150102,棒状火腿,13.9
310601,密胺碗,9
331504,彩泥,30.7
230702,巧克力乳饮,4.5
311601,简装保鲜膜,5.5
210401,果味饮品,15.3
230202,纯桃汁,4
210504,藕/葛藤粉,25.7
230302,桃饮料,8.9
230204,果蔬汁,2
311008,筷子,10
200804,其他鲜味精,4.9
220115,散称饼干,19.8
210699,其他蜂蜜/面包,20.3
331602,室外类,8.3
221099,其他果冻,27.8
331599,其他益智玩具,29.9
332101,尺类,1
220306,综合包,33.9
230602,运动饮料,4
300699,其他洗衣用品,22.9
100604,腌腊香肠,9.9
332301,便签本,4.3
210105,婴幼儿米粉,25.9
220113,进口饼干,8.9
311412,针线及配件,6
321203,电水壶/煲,79
332103,橡皮,1
343699,其他时装包袋,0
200999,其他盐/糖,11.7
342605,手套,20
100503,鸭内脏,31.6
231301,国产滋补酒,9.9
201503,蔬菜罐头,5.9
321711,手电筒,11.5
331909,铅芯,1.7
331902,钢笔,8.3
331910,笔礼盒,6.5
130603,中式水产熟菜,28
341506,花色面巾,12.9
201006,橄榄油,36.9
340803,男运动袜,5.9
300902,剃须刀架,15.9
151799,其它火腿肠,3.3
340701,女棉长/短筒袜,6.9
331907,白板笔,2.3
201399,其他调味酱,3.3
311002,果皮刀,8
220704,夹心糖,13.9
200799,其他南北干货,70
312601,粘钩,3.5
230406,凉茶,3
300302,喷雾式芳香剂,11.9
332105,卷笔器,2.3
220907,巧克力礼盒,31.9
310911,塑料便携杯/太,16
311405,一次性垃圾袋,5
310908,无盖塑料杯,8
100102,猪下水,64
311706,锅刷,5
311104,筷笼,12.5
201110,其他醋,6.9
151904,外送中式糕点,6.9
311007,刀/叉/更,5
311902,浴球和浴花,4
341599,其他毛巾,5.9
340906,四件套及以上,69
311702,百洁布,10
340902,被套,40
301405,绷带/纱布,1
311808,普通拖把,30
200303,禽肉口味,5.7
151703,鸡肉火腿肠,7.7
231006,汽泡酒/香槟,28.7
231003,国产其他普通,15.9
231401,白兰地,24.7
310801,不锈钢碗,14
210110,孕妇奶粉,62
311813,纸篓,25
201202,辣油,9.9
230699,其他机能饮料,3.9
210103,幼儿奶粉,50.9
231705,进口乳饮料,5.5
151005,海鲜水饺,40.9
230199,苏打盐汽水,2
332302,练习簿,0.5
331601,棋牌类,88
151206,无馅汤圆,4.9
340799,其他女袜,12
210704,功能保健品,86
150202,冷藏豆干类,3.7
231302,国产米酒,6.7
109903,肉禽包装原料,28
301306,口腔清洁用品,6.9
331301,车类,62
321803,插座插头,35.5
343107,鞋窝,35
220505,腰果,27.9
340601,儿童袜,11
220604,蛋类,1.1
150508,冷藏营养鲜乳,4.5
332204,文具胶带配件,0.5
200707,蜜枣,17.6
151103,菜肉馄饨,15.3
231001,国产干红,139
311821,掸尘刷,9
230306,柠檬汁饮料,4.5
230601,咖啡饮料,5
150507,冷藏低脂鲜乳,11.9
301501,安全套,16
151304,原味馒头,4.3
301406,棉棒/棉球,1.7
332399,其他本类,2
301104,唇部保养品,11.9
210507,冲调食品礼盒,118.9
201112,槽/醉料,6.9
301604,餐巾纸,1.3
300102,家用清洁剂,9.9
310901,微波/保鲜盒,9
332202,液体胶,2.7
343106,童布/绒面拖鞋,33
151003,菜肉水饺,24.7
343104,男布/绒面拖鞋,27
200508,意大利面,13.3
340305,男内衣裤套装,129
311106,油壶,12
150509,冷藏进口乳品,24.9
311812,水桶,16
312102,整理箱,15
332504,夹子,10.3
230799,其他乳饮料,4.9
100703,冷冻畜类,39.6
341004,靠垫,15
220705,润喉糖,12.5
342701,雨伞,24.9
150899,其它冷冻点心,6.9
221005,碎碎冰,0.8
332003,水彩笔,14
311802,围裙/套袖,10
151004,素馅水饺,31.7
220713,糖果礼盒,17.9
331905,笔芯,3.5
342604,口罩,6
332007,素描纸,6.3
341701,婴儿喂育用具,25
311019,木勺/铲,11
332006,蜡笔,20.5
230907,果味啤酒,2.5
341504,花色童面巾,12
311014,锅垫/杯垫,10
300403,液体鞋油,10.9
300306,除味剂,7.9
200302,猪肉口味,4.5
341501,素色方巾,8.9
200304,海鲜口味,4
311804,洗衣/鞋刷,10
200399,其他桶杯装面,5.5
332206,易事贴,2.3
110203,冷冻虾蟹,31.8
300301,放置式芳香剂,4.9
151305,加味馒头,8.9
151002,三鲜水饺,31.7
300804,美发造型,32.9
220308,散称膨化,55.8
300703,洗手液,12.9
220408,陈皮/加应子,4.9
221002,吸吸冻,3
301803,卫生棉条,20.9
210108,低/脱脂奶粉,39
301012,洗衣液,33.9
220706,薄荷糖,2
310499,其他水壶,129
300901,剃须刀片,38.9
311599,其他香、蜡烛,16
312603,家居保护垫,5
311703,刷刷块,3
310505,陶瓷杯子,10
230499,其他茶饮料,3.9
300402,膏体鞋油,3.7
231703,进口技能饮料,14.5
342606,帽子,50
201203,花椒油,8.5
230801,纯豆奶,2.5
231101,名酒,690
343105,女布/绒面拖鞋,11.9
311103,*****,10
300607,衣物漂白水,7.9
321702,书写台灯,35
342603,围巾,20
333002,春节饰品,8
150806,冷冻酒酿,5.7
310903,饭盒,13
332603,图钉/针,4.7
332109,墨水,5.3
120310,水果礼盒,19
220207,糕点礼盒,19.8
210505,核桃粉/糊,60.3
332307,软面本,3.3
300903,剃须刀架套装,19.9
301205,化妆棉,8.9
340703,女短筒丝袜,3.9
200710,南北货礼盒,30.9
331699,其他娱乐玩具,52
332803,红包,0.5
151811,百利包营养奶,2.2
100601,腌腊畜类,24.9
310704,玻璃杯,59
311503,薰香,9
231606,烟具,1
301499,其他个人卫生,1.7
332699,其他办公配件,4.3
231603,进口香烟,16
210701,参制品,153
311108,果盘/茶盘,15
150303,冷藏海鲜类,20.3
310202,无盖炒锅,100
310603,密胺调羹,3.5
341505,素色面巾,16.5
110106,虾类,32.9
150904,冷冻蔬菜类,7.7
301799,其他纸尿裤,25.9
330105,羽毛球,11.3
150301,冷藏畜类,23.7
341799,其他婴儿用品,45
220114,早餐饼,6.9
311822,喷壶,6
110402,水产配菜,13.5
311410,一次性鞋套,10
230402,绿茶,2.5
230307,蓝莓汁饮料,73
200699,其他五谷杂粮,18.9
210104,儿童奶粉,62
332608,白板,20.3
300401,鞋刷、鞋檫,4.9
310705,玻璃白酒杯,5
300499,其它皮革护理,5.9
340205,女内衣裤套装,109
340105,童内衣裤套装,59.9
341902,童外套,85
340101,盒装童内裤,25.5
311105,调味盒,17
230903,国产生啤,7
340306,男毛裤,130
301003,婴幼儿香皂,5.9
311913,浴帽/干发巾,13
231299,其他黄酒,13.3
301899,其他卫生巾,9.9
231403,伏特加,39.9
231501,葡萄酒礼盒,143
231499,其他进口洋酒,145
231004,进口干红,103
230905,进口黑啤,165
331401,娃娃,109
331302,枪类,25.7
311806,畚斗组,17
332106,笔盒/笔袋,3.3
332199,其他学生用品,11.3
311904,洗梳包,5.9
340903,床单/裙/笠,50
312505,指甲剪/钥匙扣,30
310701,玻璃色拉碗,4
342307,女单马夹/背心,39.9
311003,刨刀,12
312010,衣夹,11
151499,其它微波食品,10.3
210302,炼乳,12.9
201305,芥末酱,6.9
332005,油画棒,9.3
342310,女羽绒服,65
332303,记事本,9.3
301002,婴幼儿沐浴露,20
311811,_把头,17
341601,素色浴巾,50
301108,套装保养用品,29.9
220105,低糖/无糖,5.5
321709,灯泡,2.7
312804,玻璃水/添加剂,8
311403,一次性碗/盘/碟,6
311016,打蛋器,13
210603,面包酱,9.3
140206,酥皮类,1
151905,外送西式糕点,4.3
200609,泰国香米,69
311911,牙具盒,15
340207,女毛裤,30
332501,资料袋,2.3
340704,女中筒丝袜,11
200402,即食粥,3.7
342805,男运动鞋,30
342905,女运动鞋,30
151903,外送调理面包,6.3
321601,电须刀,35
311004,剪刀,25
230311,荔枝饮料,4.5
230310,芒果汁饮料,7.7
311012,漏勺,20
311017,擀面杖,4
312001,塑料衣架,13
321707,小夜灯,10.3
311407,吸管,5
110104,海水冰鲜,16.9
343101,男塑料拖鞋,28.9
321603,剃毛刀,47
312006,晒衣架/篮,18
311302,保温桶,55
342804,男布胶鞋,23
120304,葡萄类,4.99
150902,冷冻禽类,22.5
342904,女布胶鞋,23
150999,其它冷冻蔬肉,22.9
310604,密胺杯子,10
341002,功能枕,20
230403,乌龙茶,3.5
301605,厨房纸巾,5.7
311009,开瓶器,20
343102,女塑料拖鞋,19.9
342601,腰带,39.9
311908,热水袋,20
311207,冰箱除味,6
301009,花露水,18.9
312002,不锈钢衣架,17
311303,保温旅行壶,28
200499,其它既食制品,3.9
332110,圆规,27
311001,菜刀,20
301806,进口卫生巾,3.9
310899,其他不锈钢具,15
342306,女（羊）毛线衫,59
210801,无糖食品,28.3
330101,足球,36
150203,冷藏素食类,7.7
340403,文胸,58
120502,花茶养生药材,280
300305,防蛀防霉用品,11.9
332002,毛笔,3.3
310102,汤锅,49
300501,喷雾杀虫剂,16.9
150805,冷冻南瓜饼,8.9
342401,女休闲长裤,12.9
310201,煎锅,109
311810,尘推,60
311301,保温杯,49
311603,铝箔/锡纸,14
300201,浴室清洁剂,16.7
301007,婴幼儿防晒用品,16.9
311005,砧板,20
311805,扫把,14
301099,其他婴幼儿用品,69
340702,女运动袜,5.5
120314,网络水果,52.08
342302,女长短袖衬衫,35
340303,男短长袖内衣,17
151602,甜筒,4
151605,冰棒,2.5
301005,爽身祛痱粉,7.9
330104,网球,9
311203,滴水篮,5
231406,米酒,15
230309,梨汁饮料,4
151604,雪糕,7
300503,电蚊香片,17.7
200401,粉类米线,3.7
151603,奶杯,4
110304,干货软足类,1
341204,晴纶毯,30
201007,菜籽油,89
330102,篮球,23
130805,现制面点,5
300504,电蚊香液,29.9
311819,苍蝇拍,2
